Fe2O3	100.001	
2	0	20
2.01	0	20
2.02	0	20
2.03	0	20
2.04	0	20
2.05	0	20
2.06	0	20
2.07	0	20
2.08	0	20
2.09	0	20
2.1	0	20
2.11	0	20
2.12	0	20
2.13	0	20
2.14	0	20
2.15	0	20
2.16	0	20
2.17	0	20
2.18	0	20
2.19	0	20
2.2	0	20
2.21	0	20
2.22	0	20
2.23	0	20
2.24	0	20
2.25	0	20
2.26	0	20
2.27	0	20
2.28	0	20
2.29	0	20
2.3	0	20
2.31	0	20
2.32	0	20
2.33	0	20
2.34	0	20
2.35	0	20
2.36	0	20
2.37	0	20
2.38	0	20
2.39	0	20
2.4	0	20
2.41	0	20
2.42	0	20
2.43	0	20
2.44	0	20
2.45	0	20
2.46	0	20
2.47	0	20
2.48	0	20
2.49	0	20
2.5	0	20
2.51	0	20
2.52	0	20
2.53	0	20
2.54	0	20
2.55	0	20
2.56	0	20
2.57	0	20
2.58	0	20
2.59	0	20
2.6	0	20
2.61	0	20
2.62	0	20
2.63	0	20
2.64	0	20
2.65	0	20
2.66	0	20
2.67	0	20
2.68	0	20
2.69	0	20
2.7	0	20
2.71	0	20
2.72	0	20
2.73	0	20
2.74	0	20
2.75	0	20
2.76	0	20
2.77	0	20
2.78	0	20
2.79	0	20
2.8	0	20
2.81	0	20
2.82	0	20
2.83	0	20
2.84	0	20
2.85	0	20
2.86	0	20
2.87	0	20
2.88	0	20
2.89	0	20
2.9	0	20
2.91	0	20
2.92	0	20
2.93	0	20
2.94	0	20
2.95	0	20
2.96	0	20
2.97	0	20
2.98	0	20
2.99	0	20
3	0	20
3.01	0	20
3.02	0	20
3.03	0	20
3.04	0	20
3.05	0	20
3.06	0	20
3.07	0	20
3.08	0	20
3.09	0	20
3.1	0	20
3.11	0	20
3.12	0	20
3.13	0	20
3.14	0	20
3.15	0	20
3.16	0	20
3.17	0	20
3.18	0	20
3.19	0	20
3.2	0	20
3.21	0	20
3.22	0	20
3.23	0	20
3.24	0	20
3.25	0	20
3.26	0	20
3.27	0	20
3.28	0	20
3.29	0	20
3.3	0	20
3.31	0	20
3.32	0	20
3.33	0	20
3.34	0	20
3.35	0	20
3.36	0	20
3.37	0	20
3.38	0	20
3.39	0	20
3.4	0	20
3.41	0	20
3.42	0	20
3.43	0	20
3.44	0	20
3.45	0	20
3.46	0	20
3.47	0	20
